,0
CCWM,0.10754414
OPR,0.03210273
position5_B_Ramparts_CCWM,0.014446228
Auto_Crossed_a,0.014446228
position4crossings_CCWM,0.0128410915
Scale/Challenge_a,0.0128410915
teleopTowerCaptured_CCWM,0.0128410915
towerFaceA_None_CCWM,0.011235955
autoPoints_OPR,0.011235955
teleopPoints_CCWM,0.011235955
towerFaceB_None_CCWM,0.011235955
position4_A_Portcullis_CPR,0.009630819
teleopBoulderPoints_DAVE,0.009630819
teleopBoulderPoints_CCWM,0.009630819
teleopTowerCaptured_DAVE,0.009630819
teleopPoints_DPR,0.009630819
Auto_None_a,0.009630819
towerEndStrength_DPR,0.009630819
position1crossings_DPR,0.009630819
autoBoulderPoints_OPR,0.009630819
position4_C_SallyPort_OPR,0.0080256825
teleopPoints_OAVE,0.0080256825
teleopCrossingPoints_DPR,0.0080256825
foulCount_CCWM,0.0080256825
foulPoints_CCWM,0.0080256825
position3_C_Drawbridge_OPR,0.0080256825
foulPoints_DPR,0.0080256825
position2_A_ChevalDeFrise_DAVE,0.0080256825
teleopDefensesBreached_CCWM,0.0080256825
teleopBouldersLow_CCWM,0.0080256825
teleopBouldersHigh_DAVE,0.0064205457
position4crossings_OPR,0.0064205457
position5_B_Ramparts_CPR,0.0064205457
towerFaceB_Scaled_DPR,0.0064205457
position5_C_SallyPort_CPR,0.0064205457
towerFaceA_Challenged_DPR,0.0064205457
teleopTowerCaptured_CPR,0.0064205457
autoCrossingPoints_OPR,0.0064205457
position5crossings_DPR,0.0064205457
position2_A_ChevalDeFrise_CPR,0.0064205457
position4_A_ChevalDeFrise_DPR,0.0064205457
position4_D_RockWall_OPR,0.0064205457
position2_A_Portcullis_DAVE,0.0064205457
position2crossings_OPR,0.0064205457
techFoulCount_DPR,0.0064205457
position2crossings_CPR,0.0064205457
towerEndStrength_DAVE,0.0064205457
position1crossings_CCWM,0.0064205457
Auto_a,0.0064205457
towerEndStrength_CCWM,0.0064205457
techFoulCount_CCWM,0.0064205457
position4_A_Portcullis_OPR,0.0048154094
position2_A_Portcullis_DPR,0.0048154094
position2_D_RockWall_DPR,0.0048154094
autoPoints_CPR,0.0048154094
position4_A_ChevalDeFrise_OPR,0.0048154094
autoReachPoints_CPR,0.0048154094
position4_D_RoughTerrain_OPR,0.0048154094
position2_B_Ramparts_OPR,0.0048154094
position4_C_Drawbridge_DPR,0.0048154094
position4_C_SallyPort_DPR,0.0048154094
position2_B_Moat_CCWM,0.0048154094
towerEndStrength_OAVE,0.0048154094
position3_B_Moat_CPR,0.0048154094
position3_C_SallyPort_CPR,0.0048154094
position5_A_Portcullis_DPR,0.0048154094
teleopTowerCaptured_OPR,0.0048154094
teleopPoints_OPR,0.0048154094
teleopDefensesBreached_OPR,0.0048154094
position4_B_Ramparts_CPR,0.0048154094
position4_C_SallyPort_CCWM,0.0048154094
position4_D_RoughTerrain_CPR,0.0048154094
position1crossings_OPR,0.0048154094
autoPoints_DPR,0.0048154094
CPR,0.0048154094
towerFaceC_None_CCWM,0.0048154094
position5_C_Drawbridge_CPR,0.0048154094
position5_D_RoughTerrain_OAVE,0.0048154094
position5_C_Drawbridge_DPR,0.0048154094
position2_D_RockWall_CCWM,0.0048154094
teleopBouldersLow_OAVE,0.0048154094
towerFaceB_Challenged_OPR,0.0048154094
autoPoints_CCWM,0.0048154094
towerFaceA_Scaled_DPR,0.0048154094
teleopBouldersHigh_OAVE,0.0048154094
foulCount_OAVE,0.0048154094
teleopCrossingPoints_CCWM,0.0048154094
teleopScalePoints_CCWM,0.0032102729
autoCrossingPoints_CPR,0.0032102729
foulCount_CPR,0.0032102729
autoBouldersLow_DPR,0.0032102729
position5_D_RockWall_CCWM,0.0032102729
autoCrossingPoints_DPR,0.0032102729
position2_C_SallyPort_OPR,0.0032102729
position4crossings_CPR,0.0032102729
position3_D_RoughTerrain_CPR,0.0032102729
position5_B_Moat_DPR,0.0032102729
position3_B_Moat_OPR,0.0032102729
foulCount_DPR,0.0032102729
position5_C_SallyPort_CCWM,0.0032102729
towerFaceC_Scaled_OPR,0.0032102729
position4_A_ChevalDeFrise_CCWM,0.0032102729
towerFaceB_Challenged_DPR,0.0032102729
teleopDefensesBreached_DPR,0.0032102729
techFoulCount_CPR,0.0032102729
position4_A_ChevalDeFrise_CPR,0.0032102729
teleopBouldersLow_OPR,0.0032102729
teleopBoulderPoints_OPR,0.0032102729
autoBouldersLow_CPR,0.0032102729
position5crossings_DAVE,0.0032102729
position4crossings_OAVE,0.0032102729
towerFaceB_Scaled_CCWM,0.0032102729
position4_D_RoughTerrain_DPR,0.0032102729
Auto_Reached_a,0.0032102729
position5_D_RockWall_DAVE,0.0032102729
position5_C_SallyPort_OPR,0.0032102729
position5_C_Drawbridge_OPR,0.0032102729
position5_D_RockWall_DPR,0.0032102729
position2_A_ChevalDeFrise_CCWM,0.0032102729
towerFaceA_None_OPR,0.0032102729
towerEndStrength_CPR,0.0032102729
towerFaceA_Challenged_OPR,0.0032102729
towerFaceA_Scaled_OPR,0.0032102729
position3_C_SallyPort_OPR,0.0032102729
teleopCrossingPoints_OAVE,0.0032102729
position5crossings_CPR,0.0032102729
position2_D_RoughTerrain_CCWM,0.0032102729
position2_D_RoughTerrain_CPR,0.0032102729
position3_D_RockWall_OPR,0.0032102729
position2_C_SallyPort_CPR,0.0032102729
towerFaceC_None_DAVE,0.0032102729
teleopBouldersLow_CPR,0.0032102729
towerFaceB_Scaled_DAVE,0.0016051364
towerFaceC_None_DPR,0.0016051364
towerFaceB_Challenged_CPR,0.0016051364
autoBoulderPoints_CCWM,0.0016051364
towerFaceC_Challenged_DAVE,0.0016051364
foulCount_OPR,0.0016051364
position5_A_Portcullis_CCWM,0.0016051364
position5_C_Drawbridge_CCWM,0.0016051364
towerFaceC_Scaled_DAVE,0.0016051364
position3crossings_OPR,0.0016051364
position3crossings_DPR,0.0016051364
autoBoulderPoints_DPR,0.0016051364
autoReachPoints_OPR,0.0016051364
towerFaceA_Challenged_CPR,0.0016051364
position5_A_ChevalDeFrise_CCWM,0.0016051364
towerFaceC_Challenged_DPR,0.0016051364
teleopTowerCaptured_DPR,0.0016051364
position4_D_RockWall_CCWM,0.0016051364
position2_C_SallyPort_DPR,0.0016051364
position5_D_RoughTerrain_DPR,0.0016051364
position5_A_ChevalDeFrise_DPR,0.0016051364
position5_B_Moat_DAVE,0.0016051364
position5_B_Ramparts_OPR,0.0016051364
position4_D_RockWall_DPR,0.0016051364
position4_B_Moat_DPR,0.0016051364
position2_A_Portcullis_CCWM,0.0016051364
towerFaceB_None_OPR,0.0016051364
position4_B_Ramparts_OPR,0.0016051364
position3_A_ChevalDeFrise_DPR,0.0016051364
position2_C_SallyPort_CCWM,0.0016051364
position5crossings_CCWM,0.0016051364
position3_A_ChevalDeFrise_OPR,0.0016051364
position2_B_Moat_DPR,0.0016051364
position4crossings_DPR,0.0016051364
position2_B_Ramparts_DPR,0.0016051364
position2_A_ChevalDeFrise_DPR,0.0016051364
towerFaceB_Scaled_OPR,0.0016051364
position2_B_Moat_OPR,0.0016051364
position2_C_Drawbridge_OPR,0.0016051364
position2_A_ChevalDeFrise_OPR,0.0016051364
towerFaceB_None_DPR,0.0016051364
teleopScalePoints_DPR,0.0016051364
teleopScalePoints_OPR,0.0016051364
position4_D_RoughTerrain_CCWM,0.0016051364
teleopChallengePoints_DPR,0.0016051364
teleopBouldersLow_DPR,0.0016051364
towerFaceC_None_OPR,0.0016051364
position5_C_SallyPort_DAVE,0.0016051364
towerFaceC_Scaled_CPR,0.0016051364
position2_B_Moat_CPR,0.0016051364
position3_D_RockWall_CPR,0.0016051364
position5_D_RoughTerrain_CPR,0.0016051364
teleopCrossingPoints_DAVE,0.0016051364
teleopChallengePoints_DAVE,0.0016051364
position5_A_Portcullis_CPR,0.0016051364
position5_B_Moat_CPR,0.0016051364
autoCrossingPoints_DAVE,0.0016051364
teleopBouldersHigh_CPR,0.0016051364
teleopBoulderPoints_CPR,0.0016051364
position3_A_Portcullis_CPR,0.0016051364
position5_A_ChevalDeFrise_OAVE,0.0016051364
position4_A_Portcullis_DAVE,0.0016051364
position2_C_SallyPort_DAVE,0.0016051364
position4crossings_DAVE,0.0016051364
foulPoints_DAVE,0.0016051364
position4_A_ChevalDeFrise_DAVE,0.0016051364
position4_D_RockWall_OAVE,0.0016051364
position1crossings_CPR,0.0016051364
position4_C_SallyPort_CPR,0.0016051364
position4_A_ChevalDeFrise_OAVE,0.0016051364
position1crossings_DAVE,0.0016051364
position4_B_Ramparts_OAVE,0.0016051364
position4_B_Moat_CPR,0.0016051364
teleopDefensesBreached_CPR,0.0016051364
position4_C_Drawbridge_CPR,0.0016051364
teleopPoints_DAVE,0.0016051364
position2_A_Portcullis_OAVE,0.0016051364
autoBoulderPoints_OAVE,0.0016051364
position2_D_RoughTerrain_OAVE,0.0016051364
position5_C_SallyPort_OAVE,0.0016051364
position5_C_SallyPort_DPR,0.0
position5_A_ChevalDeFrise_OPR,0.0
position5crossings_OAVE,0.0
towerFaceC_Both_OPR,0.0
teleopTowerCaptured_OAVE,0.0
position3crossings_DAVE,0.0
towerFaceC_Scaled_DPR,0.0
towerFaceC_Both_DPR,0.0
position3crossings_CPR,0.0
position2_A_ChevalDeFrise_OAVE,0.0
position2_B_Ramparts_OAVE,0.0
autoBouldersHigh_CCWM,0.0
position5_B_Moat_OPR,0.0
position2_B_Ramparts_CPR,0.0
position2_C_Drawbridge_OAVE,0.0
position4_A_Portcullis_DPR,0.0
autoBouldersLow_CCWM,0.0
position2_C_Drawbridge_CPR,0.0
autoCrossingPoints_CCWM,0.0
position3crossings_OAVE,0.0
towerFaceC_Challenged_OPR,0.0
techFoulCount_OAVE,0.0
position5_A_Portcullis_OPR,0.0
teleopDefensesBreached_DAVE,0.0
teleopPoints_CPR,0.0
teleopDefensesBreached_OAVE,0.0
teleopCrossingPoints_CPR,0.0
towerFaceA_Both_OPR,0.0
towerFaceA_None_DPR,0.0
teleopScalePoints_OAVE,0.0
teleopChallengePoints_CPR,0.0
autoReachPoints_CCWM,0.0
teleopChallengePoints_OAVE,0.0
position5_B_Ramparts_DPR,0.0
teleopBouldersLow_DAVE,0.0
teleopScalePoints_CPR,0.0
position5_D_RockWall_OPR,0.0
towerFaceB_Both_OPR,0.0
teleopScalePoints_DAVE,0.0
position5_D_RoughTerrain_OPR,0.0
teleopBoulderPoints_OAVE,0.0
techFoulCount_DAVE,0.0
towerFaceB_Both_DPR,0.0
towerFaceA_Both_DPR,0.0
position5_C_Drawbridge_DAVE,0.0
breachPoints_CCWM,0.0
autoBoulderPoints_CPR,0.0
autoCrossingPoints_OAVE,0.0
position4_B_Ramparts_CCWM,0.0
position4_C_Drawbridge_CCWM,0.0
position4_B_Moat_CCWM,0.0
position4_A_Portcullis_CCWM,0.0
autoBouldersLow_DAVE,0.0
autoBouldersLow_OAVE,0.0
autoBouldersHigh_DAVE,0.0
autoBouldersHigh_CPR,0.0
autoBouldersHigh_OAVE,0.0
autoBoulderPoints_DAVE,0.0
position5_B_Moat_CCWM,0.0
position5_D_RoughTerrain_CCWM,0.0
position3_C_SallyPort_CCWM,0.0
DAVE,0.0
OAVE,0.0
towerFaceA_Challenged_CCWM,0.0
towerFaceA_Scaled_CCWM,0.0
towerFaceA_Both_CCWM,0.0
DPR,0.0
towerFaceB_Challenged_CCWM,0.0
Defense_a,0.0
towerFaceB_Both_CCWM,0.0
Goals_a,0.0
towerFaceC_Challenged_CCWM,0.0
towerFaceC_Scaled_CCWM,0.0
position3_D_RockWall_CCWM,0.0
position3_D_RoughTerrain_CCWM,0.0
capturePoints_CCWM,0.0
capturePoints_OAVE,0.0
position2crossings_DAVE,0.0
position2crossings_OAVE,0.0
position2crossings_CCWM,0.0
position2_B_Moat_OAVE,0.0
position1crossings_OAVE,0.0
foulPoints_CPR,0.0
teleopBouldersHigh_CCWM,0.0
foulPoints_OAVE,0.0
teleopChallengePoints_CCWM,0.0
foulCount_DAVE,0.0
capturePoints_DAVE,0.0
capturePoints_CPR,0.0
breachPoints_DAVE,0.0
position3_A_Portcullis_CCWM,0.0
breachPoints_CPR,0.0
breachPoints_OAVE,0.0
position2_B_Ramparts_CCWM,0.0
position2_C_Drawbridge_CCWM,0.0
autoReachPoints_DAVE,0.0
autoReachPoints_OAVE,0.0
autoPoints_DAVE,0.0
autoPoints_OAVE,0.0
position3_A_ChevalDeFrise_CCWM,0.0
position3_B_Ramparts_CCWM,0.0
position3_C_Drawbridge_CCWM,0.0
position3_B_Moat_CCWM,0.0
position3crossings_CCWM,0.0
position2_D_RockWall_CPR,0.0
position4_B_Ramparts_DPR,0.0
position5_A_ChevalDeFrise_CPR,0.0
towerFaceC_Challenged_CPR,0.0
towerFaceC_Scaled_OAVE,0.0
towerFaceC_Both_OAVE,0.0
towerFaceC_Both_CPR,0.0
position5_A_Portcullis_OAVE,0.0
position5_B_Moat_OAVE,0.0
towerFaceC_Both_DAVE,0.0
position5_C_Drawbridge_OAVE,0.0
position5_B_Ramparts_OAVE,0.0
autoBouldersHigh_OPR,0.0
autoBouldersHigh_DPR,0.0
autoBouldersLow_OPR,0.0
position4_D_RockWall_DAVE,0.0
position2_A_Portcullis_CPR,0.0
position4_C_SallyPort_DAVE,0.0
position4_D_RoughTerrain_DAVE,0.0
autoReachPoints_DPR,0.0
breachPoints_OPR,0.0
breachPoints_DPR,0.0
capturePoints_OPR,0.0
capturePoints_DPR,0.0
position4_B_Moat_DAVE,0.0
position4_C_Drawbridge_DAVE,0.0
foulPoints_OPR,0.0
position4_B_Ramparts_DAVE,0.0
position4_D_RockWall_CPR,0.0
towerFaceC_Challenged_OAVE,0.0
towerFaceC_None_CPR,0.0
towerFaceC_None_OAVE,0.0
towerFaceB_Both_DAVE,0.0
position5_A_Portcullis_DAVE,0.0
position5_D_RoughTerrain_DAVE,0.0
position5_A_ChevalDeFrise_DAVE,0.0
position5_D_RockWall_CPR,0.0
towerFaceA_None_OAVE,0.0
towerFaceA_None_CPR,0.0
towerFaceA_Challenged_OAVE,0.0
position5_D_RockWall_OAVE,0.0
towerFaceA_Scaled_OAVE,0.0
towerFaceA_Scaled_CPR,0.0
towerFaceA_Both_OAVE,0.0
towerFaceA_Both_CPR,0.0
towerFaceA_None_DAVE,0.0
towerFaceA_Challenged_DAVE,0.0
towerFaceA_Scaled_DAVE,0.0
towerFaceA_Both_DAVE,0.0
towerFaceB_None_OAVE,0.0
towerFaceB_None_CPR,0.0
towerFaceB_Challenged_OAVE,0.0
towerFaceB_Scaled_OAVE,0.0
towerFaceB_Scaled_CPR,0.0
towerFaceB_Both_OAVE,0.0
towerFaceB_Both_CPR,0.0
towerFaceB_None_DAVE,0.0
towerFaceB_Challenged_DAVE,0.0
position2crossings_DPR,0.0
position4_C_SallyPort_OAVE,0.0
position4_D_RoughTerrain_OAVE,0.0
position3_C_Drawbridge_OAVE,0.0
position3_B_Ramparts_CPR,0.0
position3_B_Ramparts_OAVE,0.0
position2_D_RoughTerrain_DPR,0.0
position3_A_ChevalDeFrise_CPR,0.0
position3_A_ChevalDeFrise_OAVE,0.0
position2_D_RockWall_DAVE,0.0
position3_B_Ramparts_OPR,0.0
position2_D_RoughTerrain_DAVE,0.0
position3_A_Portcullis_OPR,0.0
position3_D_RoughTerrain_OPR,0.0
position2_B_Moat_DAVE,0.0
position2_C_Drawbridge_DAVE,0.0
position2_B_Ramparts_DAVE,0.0
position3_B_Ramparts_DPR,0.0
position3_C_Drawbridge_DPR,0.0
position3_B_Moat_DPR,0.0
position3_A_Portcullis_DPR,0.0
position3_D_RoughTerrain_DPR,0.0
position3_C_SallyPort_DPR,0.0
position3_D_RockWall_DPR,0.0
position5_B_Ramparts_DAVE,0.0
position2_D_RockWall_OAVE,0.0
position4_C_Drawbridge_OPR,0.0
position4_B_Moat_OPR,0.0
position2_C_SallyPort_OAVE,0.0
position2_C_Drawbridge_DPR,0.0
position3_C_Drawbridge_CPR,0.0
position4_A_Portcullis_OAVE,0.0
position2_D_RockWall_OPR,0.0
position5crossings_OPR,0.0
techFoulCount_OPR,0.0
position4_B_Moat_OAVE,0.0
teleopBoulderPoints_DPR,0.0
teleopBouldersHigh_OPR,0.0
teleopBouldersHigh_DPR,0.0
position4_C_Drawbridge_OAVE,0.0
teleopChallengePoints_OPR,0.0
teleopCrossingPoints_OPR,0.0
position3_D_RockWall_DAVE,0.0
position3_C_SallyPort_DAVE,0.0
position3_D_RoughTerrain_DAVE,0.0
position3_A_Portcullis_DAVE,0.0
position3_B_Moat_DAVE,0.0
position3_C_Drawbridge_DAVE,0.0
position3_B_Ramparts_DAVE,0.0
position3_A_ChevalDeFrise_DAVE,0.0
towerEndStrength_OPR,0.0
position3_D_RockWall_OAVE,0.0
position3_C_SallyPort_OAVE,0.0
position3_D_RoughTerrain_OAVE,0.0
position3_A_Portcullis_OAVE,0.0
position2_A_Portcullis_OPR,0.0
position2_D_RoughTerrain_OPR,0.0
position3_B_Moat_OAVE,0.0
towerFaceC_Both_CCWM,0.0
